lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
128,2,163.2,7,1,4,4,2,0,5,1
131,0,94.5,8,15,4,1,2,1,0,0
18,0,65.0,12,27,3,1,0,0,0,1
99,0,140.4,5,26,4,3,0,0,3,1
28,1,74.8,12,4,4,3,2,3,0,1
12,0,140.0,3,30,4,4,1,0,3,0
7,0,65.0,12,10,2,1,0,0,0,1
141,2,105.3,7,17,4,1,2,0,0,1
12,0,86.0,2,6,4,1,1,0,0,1
250,2,100.3,9,8,4,3,2,0,0,0
62,1,97.2,11,4,4,2,0,0,0,1
73,2,79.2,11,27,4,2,1,0,0,1
9,0,95.0,11,14,4,2,1,3,0,0
45,1,134.1,6,29,4,2,0,0,0,1
105,0,119.85,5,22,4,2,2,0,0,0
21,0,210.6,5,15,4,0,1,1,3,0
33,1,126.0,10,6,4,1,0,3,0,1
115,0,55.08,7,30,4,3,0,3,0,0
29,0,132.05,9,9,4,2,0,3,0,0
65,1,149.4,9,9,4,2,0,0,3,1
45,0,111.6,10,3,4,3,1,0,3,0
31,0,161.1,7,23,4,1,1,0,0,1
24,0,187.0,7,26,4,2,0,0,3,0
171,2,81.25,7,22,3,6,2,0,0,0
54,0,80.3,2,26,4,2,0,0,0,1
1,0,89.0,5,9,4,1,1,3,0,1
35,0,93.6,12,20,4,2,0,0,0,0
71,1,82.45,3,28,4,3,1,0,0,1
83,0,83.59,5,18,4,2,0,3,0,1
155,0,94.5,8,22,4,2,1,3,0,0
0,1,89.0,4,16,4,1,0,3,0,1
65,2,137.7,4,24,4,0,2,0,3,1
67,1,140.4,5,31,4,3,0,0,3,1
26,0,67.87,3,3,4,3,0,3,0,1
31,1,127.94,11,5,4,3,2,0,3,0
1,1,119.0,5,31,4,2,0,3,0,1
5,1,76.58,11,10,4,4,0,0,3,1
1,0,46.0,1,30,3,1,0,0,3,1
118,0,107.95,5,1,4,3,2,0,3,1
69,1,90.95,10,17,3,3,1,0,3,1
77,0,76.5,8,3,4,12,5,0,0,0
80,0,81.25,3,29,4,4,0,3,0,1
237,1,116.62,9,13,4,11,4,0,3,0
268,1,96.25,8,6,4,1,1,0,1,1
0,1,65.0,3,9,2,1,0,0,0,1
2,0,79.0,2,13,4,1,0,3,0,0
72,0,79.65,10,30,4,2,2,3,0,0
51,2,187.85,5,11,4,4,0,0,5,1
78,0,72.72,4,7,3,1,0,0,0,1
2,1,85.0,1,22,4,2,0,3,0,1
128,2,96.05,7,8,4,3,2,3,0,1
42,1,102.0,12,31,4,2,2,0,0,1
33,1,57.92,9,26,3,3,2,0,0,1
122,1,121.5,5,12,4,3,0,0,3,1
8,2,114.0,12,12,4,0,1,0,3,1
1,1,130.0,11,16,4,2,0,0,3,1
17,1,94.95,10,15,4,3,2,0,0,1
16,0,170.0,11,9,3,1,0,0,0,1
65,0,102.9,6,21,4,3,0,0,0,1
8,0,65.0,9,29,2,3,0,0,0,1
77,2,79.2,12,6,4,2,0,3,0,1
1,1,116.0,3,2,4,4,0,0,3,1
8,2,113.0,9,1,3,3,0,0,0,1
62,2,167.79,4,24,4,3,2,0,5,1
49,0,65.75,3,2,4,4,1,3,0,1
38,1,81.9,3,8,4,4,0,0,0,0
5,0,0.0,3,16,1,2,0,2,6,1
27,1,131.44,6,29,4,4,1,3,0,1
42,1,80.3,2,3,4,3,0,0,0,1
3,1,101.68,7,4,4,1,1,3,0,1
213,0,92.65,10,1,4,2,2,3,0,0
247,0,73.95,12,26,4,3,1,0,0,0
2,0,65.0,11,22,2,1,2,0,0,1
48,1,107.1,4,4,4,1,1,3,0,0
82,0,90.95,5,21,3,3,2,0,3,1
65,1,82.13,11,19,4,1,2,3,0,0
4,0,135.0,4,10,4,2,2,0,3,0
45,2,185.4,10,17,4,0,1,0,3,1
68,2,133.2,4,24,4,0,2,0,3,1
177,0,100.0,6,3,4,2,0,0,0,0
127,0,89.25,7,25,4,3,1,3,0,0
71,0,87.13,4,22,4,2,2,3,0,0
35,0,108.9,10,16,4,2,1,0,0,1
72,1,146.7,7,27,4,2,0,0,3,1
10,2,90.0,8,20,4,2,0,3,0,1
118,2,121.55,6,27,4,3,1,0,0,1
68,0,109.65,4,23,4,3,2,0,0,0
51,1,65.75,3,3,4,3,1,3,0,1
159,0,99.45,8,3,4,6,2,0,0,0
72,0,62.38,3,24,3,3,1,0,0,1
174,0,90.95,7,11,4,4,1,0,0,0
209,1,98.1,10,5,4,3,0,3,0,0
13,1,100.0,9,15,2,1,0,3,0,1
54,1,88.4,12,24,4,2,2,0,0,1
291,0,115.0,8,19,4,2,0,1,0,0
28,0,79.0,3,18,4,1,0,3,0,0
350,2,91.95,12,26,4,3,1,0,0,0
73,0,135.9,6,11,4,1,1,0,0,1
134,0,133.2,8,23,4,4,0,0,3,0
0,1,153.0,8,7,4,2,0,3,5,1
177,0,99.9,7,30,4,1,0,0,0,0
18,1,101.25,8,31,4,3,1,0,0,0
8,2,224.5,10,2,4,4,2,0,5,1
0,0,79.0,3,29,2,1,0,0,0,1
91,0,75.0,9,30,3,2,1,0,0,1
14,1,155.83,8,19,4,4,2,0,3,1
32,0,147.9,12,2,4,2,2,0,5,0
37,1,92.31,12,15,4,9,4,0,0,0
47,2,103.05,10,1,4,3,1,0,0,1
14,2,211.0,5,15,4,0,2,0,5,1
67,0,75.0,11,25,3,2,2,0,0,1
36,0,85.0,10,25,3,3,0,0,0,1
67,0,72.25,7,23,3,1,1,0,0,1
57,1,85.85,3,30,4,4,0,0,0,1
33,0,113.4,6,13,4,3,1,0,0,0
19,0,66.0,2,21,3,1,2,0,0,1
11,2,141.0,8,20,4,1,1,0,0,1
115,0,60.0,2,27,4,2,2,0,0,0
79,0,76.5,9,4,3,1,2,0,0,1
291,2,80.75,12,28,4,4,2,0,0,1
5,0,76.8,9,8,3,4,0,3,0,1
107,1,90.0,8,12,4,1,0,0,1,1
106,2,140.0,12,25,4,0,1,0,3,0
71,1,68.47,11,3,4,3,0,0,0,1
119,2,132.3,10,16,4,3,2,0,3,1
158,0,90.95,8,25,4,3,2,0,0,0
198,3,159.3,9,22,4,3,0,0,3,1
83,1,97.54,7,23,4,1,2,0,1,1
58,1,95.48,10,18,4,4,0,0,3,1
196,0,105.3,8,4,4,3,0,0,0,0
24,2,155.0,5,21,4,1,1,0,3,1
20,1,99.0,7,29,4,1,0,3,0,1
17,0,65.0,12,9,2,1,0,0,0,1
161,3,80.1,10,25,4,2,0,3,0,1
51,0,94.5,7,15,4,1,0,3,0,1
102,1,108.0,10,9,4,0,1,3,0,0
6,3,159.0,9,22,4,1,0,3,0,1
11,1,114.0,10,23,4,2,0,3,0,1
9,1,80.3,1,15,4,2,0,0,0,1
14,0,99.5,12,26,4,2,2,0,0,1
12,0,110.0,9,19,2,3,1,0,3,0
102,0,72.25,12,5,4,1,2,0,0,0
7,2,149.0,9,7,4,3,0,3,0,1
166,1,96.3,6,26,4,0,1,0,0,1
133,0,99.9,5,17,4,3,0,0,0,1
6,1,137.0,3,28,4,0,1,0,3,1
68,0,0.0,9,29,4,2,0,1,0,1
8,2,240.0,8,10,4,2,0,0,5,1
188,0,80.75,9,26,3,3,1,0,0,1
9,3,201.0,8,1,4,0,1,0,5,1
8,0,160.83,12,15,4,3,0,0,1,1
9,1,0.0,9,7,1,1,0,0,1,1
34,1,67.5,2,6,4,2,2,0,0,0
126,0,118.8,9,8,4,3,0,3,0,0
172,0,104.4,10,28,4,2,2,0,3,0
20,1,89.0,6,26,4,0,1,3,0,1
276,0,116.33,9,22,3,3,0,0,0,0
26,0,147.0,10,2,4,1,2,0,0,0
114,0,81.26,7,11,4,3,1,0,0,1
0,0,119.0,4,15,4,2,1,0,0,1
129,3,101.18,12,8,4,2,0,0,3,1
20,1,124.16,11,6,4,2,2,0,0,1
10,1,93.0,2,9,4,3,0,0,0,0
107,1,139.5,7,13,4,4,0,1,0,1
63,2,134.47,4,25,4,4,1,0,3,1
22,0,95.0,10,11,3,3,0,0,0,1
225,1,72.9,11,18,4,1,0,0,0,0
33,0,98.1,5,25,4,1,0,3,0,0
80,1,94.5,7,24,4,0,2,3,0,1
25,1,148.0,6,2,4,2,0,0,3,1
9,2,201.5,9,8,4,2,0,0,3,1
47,2,156.6,11,25,4,2,0,0,5,1
288,0,67.26,12,22,4,5,2,0,1,0
86,0,83.3,10,29,4,2,2,0,0,1
69,1,140.7,7,19,4,3,0,0,3,1
207,0,183.0,12,30,3,2,1,1,0,1
0,0,79.0,2,10,4,1,0,3,0,1
36,1,118.8,4,23,4,2,2,0,3,1
5,0,146.67,10,29,4,1,2,0,0,1
8,2,108.67,11,24,4,3,0,0,0,1
15,1,90.0,8,27,4,2,0,0,0,1
17,0,69.6,12,14,4,0,1,0,0,1
87,0,68.5,3,24,3,3,1,0,0,1
3,0,80.0,2,25,2,1,0,0,0,0
11,0,79.0,2,1,4,5,2,3,0,0
160,1,208.13,6,25,4,5,2,0,5,0
0,4,0.0,8,4,1,1,0,0,6,1
50,1,90.9,3,28,4,0,1,0,0,1
5,1,94.0,11,9,4,1,1,0,0,1
17,0,97.0,3,16,4,1,0,3,0,0
124,1,114.3,5,6,4,2,0,0,3,1
1,2,106.0,8,25,4,1,0,0,0,1
304,0,20.0,12,29,1,3,2,0,0,1
2,1,45.0,4,20,2,1,0,0,0,1
34,1,170.4,10,8,4,1,2,0,3,0
1,0,59.75,1,8,4,3,2,0,3,1
40,1,87.32,6,29,4,2,0,0,0,1
52,1,107.0,3,19,3,1,2,1,0,1
8,0,160.0,11,5,3,1,0,0,0,1
105,0,123.3,10,26,4,3,0,0,3,0
42,1,71.1,3,11,4,2,1,3,0,1
40,1,75.53,9,30,4,4,1,0,0,1
271,0,95.0,9,21,3,3,0,1,0,0
185,2,113.4,10,10,4,3,1,0,0,0
62,1,68.0,7,15,4,7,2,0,0,0
11,0,95.0,10,11,2,1,2,0,0,1
17,3,149.0,10,29,4,1,1,0,0,1
55,0,80.0,4,6,3,1,0,0,0,1
83,2,119.0,12,23,4,2,2,0,3,1
41,2,127.83,4,30,4,3,2,0,1,1
57,1,125.1,9,9,4,2,1,0,0,1
15,1,124.0,8,17,4,1,0,0,0,1
16,0,95.0,10,2,2,1,2,0,0,1
181,1,105.3,8,20,4,1,0,0,0,0
100,1,91.51,9,5,4,3,1,3,0,0
7,3,126.0,9,19,4,2,2,0,0,1
1,2,228.0,8,24,4,1,0,0,5,1
2,1,249.0,9,2,4,1,0,0,5,1
14,1,134.0,5,30,4,1,1,0,0,1
52,1,158.4,10,17,4,1,1,0,3,0
24,0,47.0,12,5,2,1,2,0,0,1
21,2,170.0,9,23,4,2,0,0,0,1
38,1,103.87,11,26,4,1,2,1,0,1
100,1,94.5,7,23,4,1,2,3,0,1
182,2,117.9,9,30,4,2,0,0,0,0
7,0,65.0,10,12,2,0,1,0,0,1
10,0,109.0,3,17,4,3,0,0,0,0
15,1,47.33,12,27,3,3,0,0,0,1
12,2,130.0,10,25,4,3,0,0,0,1
0,1,73.0,11,30,2,1,0,0,0,1
20,1,128.2,3,19,4,3,2,0,0,1
148,0,96.3,8,22,4,4,1,0,0,0
24,1,119.0,9,28,4,1,0,3,0,1
8,1,102.0,1,27,4,1,0,0,0,1
91,0,40.67,3,4,3,2,1,0,0,1
23,2,160.5,6,17,4,2,0,0,3,1
58,0,79.2,12,15,4,3,0,3,0,0
103,0,76.5,4,21,4,1,0,3,0,0
58,0,79.2,12,12,4,0,1,3,0,0
2,1,102.0,2,12,3,2,2,0,0,1
16,0,154.33,4,30,4,4,2,0,3,0
166,0,99.45,8,5,4,2,2,0,0,0
129,0,109.8,8,25,4,2,0,0,3,1
83,0,132.3,10,6,4,3,1,0,3,0
32,1,105.0,7,18,3,1,1,0,0,1
1,0,114.0,9,13,4,0,1,3,0,1
72,0,159.3,5,13,4,1,0,0,0,0
73,0,150.45,5,9,4,4,1,0,0,0
197,0,82.5,10,30,4,1,2,3,0,0
194,0,163.2,8,26,4,2,2,0,5,0
1,0,91.0,11,17,4,1,0,0,0,1
152,0,94.05,10,23,4,2,2,3,0,0
2,0,2.0,2,12,1,1,0,0,0,1
290,0,73.95,12,1,4,3,1,0,0,0
221,0,74.44,12,23,4,4,2,0,0,0
146,1,103.5,8,14,4,0,1,3,0,0
59,1,87.3,8,28,4,3,2,3,0,1
150,0,120.82,7,7,4,5,2,0,0,0
44,0,173.0,2,8,4,1,1,0,5,1
12,0,72.96,1,10,4,5,2,0,3,1
143,0,85.5,8,26,4,1,0,3,0,1
15,0,93.0,2,25,4,2,0,0,0,1
30,2,85.5,9,16,4,2,0,0,0,1
13,0,78.0,12,19,4,1,1,3,0,1
66,1,62.18,3,19,4,2,2,3,0,1
207,0,90.95,8,5,4,3,2,0,0,0
40,1,73.8,12,5,3,1,2,0,3,1
60,3,126.0,12,8,4,3,0,0,3,1
198,0,90.0,9,9,4,2,1,0,0,0
21,0,92.0,11,4,3,1,0,0,3,1
2,0,77.25,1,7,4,3,0,0,1,1
57,1,93.6,11,18,4,2,0,0,0,0
29,1,144.55,7,18,4,3,1,0,3,1
1,1,115.0,6,7,4,2,0,0,0,1
86,1,88.2,11,30,4,1,0,0,0,1
112,0,129.6,9,8,4,1,0,0,0,0
158,0,198.9,5,25,4,4,0,0,5,0
47,2,94.5,10,20,4,2,0,0,0,1
32,0,129.15,6,27,4,3,1,0,3,1
129,1,127.8,8,11,4,3,2,0,3,1
0,0,9.0,10,11,4,0,2,0,0,1
33,1,67.5,8,5,4,4,0,0,1,0
12,2,129.0,2,14,4,3,2,1,0,1
5,0,110.0,9,12,0,0,1,0,3,0
200,0,150.45,9,20,4,5,1,0,0,0
5,0,98.32,5,16,2,2,1,0,0,1
3,1,83.9,1,14,4,1,0,0,0,1
6,1,109.5,2,24,4,4,0,0,3,1
54,1,160.47,7,27,4,2,0,0,3,1
33,1,80.3,2,8,4,3,1,0,0,1
10,0,78.63,11,17,4,3,1,3,0,1
62,3,88.4,11,16,4,4,0,0,0,1
112,1,104.5,7,18,4,1,1,0,0,1
91,0,110.0,9,30,3,2,1,0,0,1
117,0,55.0,3,12,3,1,2,0,0,1
46,2,69.0,12,26,4,3,2,0,0,1
117,0,99.45,4,20,4,4,0,0,3,0
15,2,140.0,10,21,4,2,0,3,0,1
195,0,109.23,9,3,4,6,2,0,0,0
6,0,75.0,11,23,3,2,0,0,0,1
50,0,78.3,2,26,4,2,0,0,0,0
10,1,131.0,4,8,4,2,0,0,3,0
93,1,99.45,4,17,4,3,2,0,3,1
231,1,100.3,9,11,4,2,2,0,1,0
69,1,110.08,4,18,4,3,1,0,3,1
23,1,68.07,11,24,4,3,2,0,0,1
184,2,105.3,8,9,4,3,0,0,0,0
1,0,183.0,5,9,4,1,1,0,5,1
54,0,81.0,10,16,3,2,2,0,0,1
111,0,137.7,8,1,4,3,1,0,3,0
179,2,96.3,7,2,4,1,2,0,0,1
5,0,65.0,5,10,2,1,0,0,0,1
58,1,76.92,6,5,4,0,1,0,0,1
55,1,168.3,9,10,4,1,1,0,3,1
14,2,170.0,10,7,4,2,0,0,3,1
58,0,94.5,7,18,4,2,1,3,0,0
40,0,128.4,6,8,4,3,0,0,3,0
178,1,106.25,10,24,3,3,1,1,0,0
4,0,85.0,2,12,3,2,2,0,0,1
214,1,80.75,9,23,3,2,1,0,0,1
7,2,86.12,11,27,4,2,0,0,0,1
20,1,169.0,7,1,4,1,0,0,0,0
17,0,48.0,10,16,3,2,0,0,0,1
52,0,63.75,3,9,4,4,0,3,0,0
70,2,68.0,3,16,4,4,0,3,0,1
1,1,148.0,8,30,4,2,0,0,0,1
3,0,72.5,7,11,3,1,2,1,0,1
61,0,94.5,7,17,4,0,2,3,0,0
8,0,158.22,3,22,4,7,2,0,3,0
85,1,151.2,10,7,4,2,0,0,3,1
29,1,81.54,2,6,4,5,2,0,0,1
172,0,108.9,10,4,4,3,0,0,0,0
41,2,137.7,7,17,4,1,2,0,0,1
4,0,0.0,2,23,4,2,0,0,0,1
33,1,125.1,7,23,4,1,2,3,0,1
183,1,110.0,9,8,4,3,0,0,0,0
1,0,86.0,2,25,4,1,0,0,0,1
10,2,98.33,11,28,4,2,1,0,0,1
3,0,78.3,1,8,4,1,0,0,0,1
34,2,125.1,8,17,4,3,0,3,0,1
76,1,58.76,10,22,4,3,1,3,0,1
36,0,135.9,8,20,4,1,2,0,0,0
12,0,81.0,2,23,4,4,0,3,0,1
62,1,115.5,9,5,4,2,1,0,3,1
81,2,139.5,7,27,4,3,0,0,3,1
4,0,80.2,2,28,3,4,2,0,3,1
229,1,96.3,8,5,4,2,1,0,0,1
15,1,70.0,12,27,3,5,1,0,0,1
11,2,90.0,11,19,4,1,1,3,0,1
0,0,97.32,4,23,4,1,0,0,0,1
60,1,84.58,10,16,3,2,2,0,0,1
145,0,94.5,8,29,3,1,2,1,0,1
22,0,134.78,12,26,3,2,2,1,5,1
28,0,149.15,5,22,4,2,2,0,3,0
123,0,93.08,4,21,4,3,1,0,0,1
16,0,87.0,2,26,3,2,0,0,0,1
69,1,135.9,9,11,4,1,2,0,0,1
84,0,65.0,9,7,2,1,0,0,0,1
4,0,87.2,8,1,4,0,1,3,0,1
102,1,94.5,7,26,4,2,0,3,0,0
79,2,88.4,11,30,4,4,0,0,0,0
111,1,127.8,8,11,4,2,0,0,3,1
247,0,90.0,6,6,3,1,1,1,0,1
0,1,0.0,12,9,1,1,0,0,0,1
26,0,197.78,4,25,4,4,1,0,5,0
64,0,131.14,9,4,4,5,2,0,3,0
6,0,70.0,2,21,3,3,2,0,0,1
18,2,199.43,12,23,4,2,0,0,6,1
92,1,80.75,6,26,3,1,2,0,0,1
13,2,139.0,9,9,4,1,0,0,0,1
162,1,105.83,8,15,4,3,1,0,0,0
62,1,98.55,9,4,4,2,2,0,0,0
1,2,90.0,8,8,4,2,2,0,0,1
74,0,126.9,5,17,4,3,0,0,0,1
56,1,216.9,8,13,4,1,2,0,5,1
100,0,53.24,3,16,4,4,0,0,0,1
58,1,128.1,9,4,4,4,2,0,3,0
45,0,48.67,2,18,3,3,0,0,3,1
35,2,154.1,8,7,4,2,2,0,0,1
196,0,158.95,7,24,4,5,2,0,5,0
1,1,62.91,2,5,4,2,2,0,0,1
23,2,110.0,8,31,4,4,0,3,0,1
7,0,89.8,11,17,4,1,0,0,0,1
0,0,99.0,1,3,4,0,1,0,3,1
13,1,125.0,6,26,4,0,2,0,0,0
66,1,144.45,10,24,4,1,1,0,3,1
79,1,192.03,12,30,3,2,0,0,0,1
167,1,72.25,7,25,3,1,1,0,0,1
110,1,120.3,8,1,4,5,1,0,3,1
38,1,108.0,11,4,4,1,0,0,0,1
106,0,68.0,7,4,4,1,1,0,0,0
0,0,124.0,8,11,4,2,0,0,0,1
6,0,114.4,7,5,3,1,0,0,0,1
24,0,159.0,3,24,4,1,0,0,0,0
0,0,65.0,2,2,2,2,0,0,0,1
67,1,104.0,11,18,4,2,0,0,0,1
0,1,182.33,5,27,4,2,0,0,3,0
180,0,96.3,7,23,4,1,1,0,1,0
71,0,84.15,4,23,4,3,2,3,0,1
217,1,124.2,5,24,4,2,0,0,0,0
89,0,96.3,4,12,4,3,0,0,0,1
98,1,85.6,4,8,4,2,0,0,0,0
0,0,100.0,8,22,2,1,1,0,0,1
53,1,119.1,4,25,4,2,1,0,3,0
7,2,145.0,8,19,4,2,1,0,3,1
2,0,110.0,10,12,0,2,0,0,3,1
121,0,74.54,5,14,4,3,2,0,0,1
31,1,135.9,7,27,4,2,0,0,0,0
65,0,214.83,6,10,4,7,3,0,5,0
6,2,180.0,7,2,4,2,2,0,3,1
36,2,96.3,10,21,4,4,0,0,0,1
99,0,91.45,3,12,4,2,2,0,3,1
22,0,75.0,10,13,3,3,0,0,3,1
9,0,87.0,1,15,4,2,1,0,0,1
21,0,150.45,11,2,4,3,1,0,5,1
180,1,122.25,7,31,4,4,2,0,0,0
218,1,122.4,10,5,4,3,0,0,3,0
27,2,110.0,9,11,4,0,2,0,0,1
30,1,134.1,8,2,4,3,0,3,0,1
62,1,112.2,4,6,4,4,0,0,3,0
164,1,88.5,7,19,4,3,0,3,0,1
108,2,116.0,3,19,4,1,2,0,3,0
91,1,106.92,10,7,4,1,0,0,0,0
62,1,152.1,9,11,4,0,2,0,0,1
148,0,138.14,8,16,4,5,2,0,3,0
19,0,110.5,12,31,4,2,2,0,0,1
36,2,104.0,12,10,4,2,2,0,0,1
85,0,124.53,4,19,4,4,0,0,3,0
265,1,109.0,6,24,4,2,0,1,0,0
159,0,94.5,8,5,4,1,0,3,0,0
286,1,117.0,9,16,3,2,0,1,0,0
23,0,140.0,10,29,4,1,2,0,0,0
167,1,60.0,3,13,3,2,2,0,3,1
73,1,149.4,9,19,4,3,1,0,3,0
142,2,119.0,7,5,4,5,0,0,3,1
36,2,94.99,11,25,4,4,0,0,0,1
4,1,118.67,12,9,4,2,1,0,3,1
4,1,128.0,8,21,4,2,2,3,0,1
17,0,65.0,11,12,2,1,0,0,0,0
9,0,54.9,1,18,4,4,1,3,0,1
37,1,79.8,2,15,4,5,1,0,0,1
0,1,45.0,1,6,3,2,0,0,0,1
208,0,80.75,7,30,4,2,2,3,0,0
245,0,96.3,10,28,4,2,0,0,0,0
13,0,73.0,4,26,3,3,0,1,0,1
1,1,67.0,3,9,2,1,0,0,0,1
26,1,110.0,10,31,4,0,1,0,0,1
121,3,0.0,8,31,1,1,0,0,6,1
92,1,107.1,8,20,4,3,2,3,0,0
18,0,91.0,2,12,4,2,1,0,0,1
12,1,87.0,1,8,4,2,1,0,0,1
156,0,114.75,7,24,4,5,4,0,0,0
54,1,150.45,5,13,4,2,2,0,3,1
0,0,88.0,12,28,4,1,0,3,0,1
109,0,68.0,8,26,3,2,2,0,0,1
47,1,123.96,4,28,4,3,1,0,0,1
96,1,68.0,7,23,4,2,0,0,0,0
273,1,90.3,10,31,4,2,1,0,0,1
82,0,81.9,4,1,4,2,1,0,0,1
23,1,125.2,4,10,4,3,2,0,3,1
2,1,0.0,10,23,1,0,0,0,3,1
30,0,85.0,10,27,3,3,0,0,0,1
252,0,111.6,10,15,4,1,1,0,0,0
29,0,95.0,9,17,3,1,1,0,0,1
14,0,143.0,7,6,2,1,0,0,4,1
54,2,104.4,3,31,4,3,0,0,3,1
212,0,86.7,11,20,4,2,2,0,3,0
69,1,149.4,9,4,4,5,2,0,3,0
119,0,99.3,4,29,4,2,1,0,0,1
171,0,121.5,8,3,4,3,0,0,0,0
75,0,89.75,10,1,3,1,0,0,0,1
147,2,106.25,6,28,4,5,2,0,0,1
110,1,190.8,10,14,4,2,0,0,5,1
18,2,12.0,9,2,4,3,0,0,0,1
25,1,139.0,10,21,4,2,0,0,0,1
3,0,70.0,10,7,3,4,0,0,0,1
20,1,208.0,12,31,4,1,1,0,5,1
31,1,75.0,10,25,3,1,2,0,3,1
259,0,65.49,8,22,4,7,3,0,0,0
11,1,156.0,6,20,4,1,1,0,3,0
26,1,137.67,6,26,4,1,2,0,0,0
77,0,76.5,7,7,4,5,2,0,0,0
49,1,174.6,3,30,4,3,0,1,3,1
11,0,90.0,6,14,2,3,0,0,3,1
89,1,121.8,7,26,4,5,1,0,3,1
43,0,152.05,2,25,4,3,2,0,5,1
3,1,107.0,11,5,4,1,0,0,0,1
111,1,115.6,11,21,4,5,1,0,3,0
45,0,68.0,11,13,3,4,2,0,3,1
59,0,128.69,4,28,4,3,2,0,3,0
45,0,67.0,11,28,2,0,1,0,0,1
4,1,76.0,1,4,4,0,1,0,0,1
61,2,81.9,11,14,4,1,2,0,3,1
34,1,109.0,10,25,4,2,0,3,0,1
0,0,75.0,8,10,4,0,1,3,0,0
12,1,123.3,10,6,3,4,0,0,3,1
77,0,87.31,3,22,4,5,2,0,0,1
53,1,88.4,11,13,4,4,2,0,0,1
141,0,132.0,6,3,3,2,1,0,0,1
1,1,89.0,4,16,4,1,0,3,0,1
186,1,130.05,8,15,4,4,1,0,3,0
86,1,109.8,11,30,4,2,0,0,0,0
40,0,110.7,6,26,4,3,2,0,0,1
3,1,0.0,9,12,1,1,0,0,1,1
90,1,70.03,4,24,4,3,2,0,0,1
204,0,141.3,10,7,4,2,0,0,3,0
243,1,95.58,6,19,4,0,2,0,1,1
64,0,121.5,7,24,4,2,2,0,0,0
4,2,143.38,4,20,4,4,0,0,5,1
112,1,52.85,12,4,4,2,2,0,0,1
29,2,81.55,3,4,4,2,0,3,0,1
17,2,79.0,2,16,4,4,0,3,0,0
14,0,132.33,3,4,4,7,2,1,0,0
22,0,95.0,4,19,4,1,0,0,0,0
65,2,143.7,7,21,4,3,0,0,3,1
42,1,80.76,3,6,4,2,2,0,0,0
46,0,105.0,11,11,3,2,0,0,0,1
19,1,130.0,2,20,4,1,2,0,3,1
57,1,108.9,4,1,4,2,1,0,0,0
2,0,63.75,6,26,3,3,2,3,0,1
24,0,0.0,5,8,1,2,2,0,0,1
197,1,85.5,8,1,4,1,1,3,0,1
4,0,72.1,2,19,3,1,0,0,0,1
57,0,80.3,2,11,4,3,0,0,0,1
17,1,138.6,11,27,4,3,2,0,3,0
73,0,85.67,11,24,3,3,0,0,0,1
95,2,67.5,12,18,4,3,2,0,0,1
29,1,79.54,1,8,4,5,2,0,0,1
23,0,118.8,9,6,4,3,2,0,0,1
13,1,146.0,6,28,4,1,0,0,3,1
110,0,159.3,8,12,4,3,2,0,3,0
3,1,118.58,10,10,4,0,1,0,0,1
159,1,132.96,7,22,4,5,2,1,0,0
34,1,107.1,6,14,4,3,0,3,0,1
83,1,141.1,7,28,4,3,0,0,3,1
0,0,74.69,11,15,4,0,1,0,0,1
259,1,73.95,12,7,4,4,0,0,0,1
6,0,77.78,11,22,4,6,2,3,0,0
153,0,111.78,6,7,4,6,2,0,0,0
2,0,95.0,4,21,3,3,0,0,0,1
9,0,166.0,7,21,4,1,0,0,3,0
4,0,0.0,10,4,4,0,1,0,0,1
0,0,139.0,10,20,4,1,0,0,0,1
3,0,71.2,5,16,3,0,1,3,0,1
92,0,70.0,10,7,3,4,0,0,0,1
104,2,82.45,4,2,4,4,2,0,0,0
149,0,85.5,8,26,4,2,2,3,0,0
31,0,73.9,1,19,4,3,0,0,0,1
142,0,108.0,10,5,4,3,0,3,0,0
71,0,87.3,4,1,4,2,0,0,0,0
213,1,127.5,8,26,3,2,1,0,5,0
38,1,119.0,12,27,4,3,2,0,0,1
114,1,125.1,10,27,4,1,0,0,0,1
3,0,95.0,11,10,0,1,0,0,3,1
63,0,65.66,2,18,4,3,2,0,1,0
191,0,98.1,10,5,4,4,1,3,0,0
133,0,120.7,7,6,4,4,0,0,3,0
44,1,66.5,2,8,4,3,1,0,1,0
40,0,96.3,10,24,4,1,0,0,0,1
35,0,126.9,5,9,4,2,1,0,0,0
181,1,72.75,8,6,4,5,2,0,0,1
65,0,123.93,7,28,4,2,0,0,3,0
59,0,104.65,3,25,4,2,2,0,4,1
150,2,76.5,7,9,4,1,0,0,0,0
199,0,80.75,8,3,4,5,2,3,0,0
213,1,79.48,12,27,4,4,0,3,0,0
82,2,72.25,11,2,4,2,1,0,0,1
233,0,100.3,6,23,4,3,1,3,0,0
10,2,149.0,9,19,4,1,1,0,0,1
79,0,187.85,5,2,4,4,1,0,5,0
114,2,87.67,6,6,4,3,1,0,0,1
55,0,87.0,4,6,3,1,0,1,0,1
58,0,80.0,11,11,3,1,0,0,0,1
107,0,65.49,4,25,4,3,1,0,0,1
102,1,118.8,10,6,4,1,0,0,0,0
256,0,0.0,9,14,4,2,1,0,0,1
127,0,139.5,8,14,4,0,1,0,0,1
8,0,54.4,12,16,4,2,0,3,0,1
103,0,150.67,12,31,3,1,2,0,0,1
